mirnet,mir_acc,mir_id,symbol,entrez,embl,gene_name,action_type,pmid,mbv
miRNet-hsatf-2066,MI0000105,hsa-mir-29b-1,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Activation(feedback),26108174,v22
miRNet-hsatf-2067,MI0000107,hsa-mir-29b-2,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Activation(feedback),26108174,v22
miRNet-hsatf-2068,MI0000735,hsa-mir-29c,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Activation,26108174,v22
miRNet-hsatf-2069,MI0000736,hsa-mir-30c-1,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Activation,24341525,v22
miRNet-hsatf-2070,MI0000268,hsa-mir-34a,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Repression,24642471,v22
miRNet-hsatf-2071,MI0000268,hsa-mir-34a,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Repression,26036628,v22
miRNet-hsatf-2072,MI0000778,hsa-mir-370,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Activation,23333300,v22
miRNet-hsatf-2073,MI0000791,hsa-mir-383,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Repression,26261078,v22
miRNet-hsatf-2074,MI0003164,hsa-mir-520d,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Repression,28011625,v22
miRNet-hsatf-2075,MI0003643,hsa-mir-629,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Activation,22153071,v22
miRNet-hsatf-2076,MI0000093,hsa-mir-92a-1,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Activation(feedback),19390056,v22
miRNet-hsatf-2077,MI0000098,hsa-mir-96,STAT3,6774,ENSG00000168610,signal transducer and activator of transcription 3,Activation,25873390,v22
miRNet-hsatf-2078,MI0003193,hsa-mir-506,STAT4,6775,ENSG00000138378,signal transducer and activator of transcription 4,Repression,27542202,v22
miRNet-hsatf-2079,MI0000458,hsa-mir-142,STAT6,6778,ENSG00000166888,signal transducer and activator of transcription 6,Activation,26436920,v22
miRNet-hsatf-2080,MI0000805,hsa-mir-342,STAT6,6778,ENSG00000166888,signal transducer and activator of transcription 6,Activation,27245778,v22
miRNet-hsatf-2081,MI0000442,hsa-mir-122,SUV39H1,6839,ENSG00000101945,suppressor of variegation 3-9 homolog 1,Repression,23703729,v22
miRNet-hsatf-2082,MI0000293,hsa-mir-217,SUZ12,23512,ENSG00000178691,SUZ12 polycomb repressive complex 2 subunit,Regulation,25703328,v22
miRNet-hsatf-2083,MI0000089,hsa-mir-31,SUZ12,23512,ENSG00000178691,SUZ12 polycomb repressive complex 2 subunit,Repression,22264793,v22
miRNet-hsatf-2084,MI0000071,hsa-mir-17,TAF15,8148,ENSG00000270647,TATA-box binding protein associated factor 15,Regulation,23128393,v22
miRNet-hsatf-2085,MI0000071,hsa-mir-17,TAF15,8148,ENSG00000276833,TATA-box binding protein associated factor 15,Regulation,23128393,v22
miRNet-hsatf-2086,MI0000076,hsa-mir-20a,TAF15,8148,ENSG00000270647,TATA-box binding protein associated factor 15,Regulation,23128393,v22
miRNet-hsatf-2087,MI0000076,hsa-mir-20a,TAF15,8148,ENSG00000276833,TATA-box binding protein associated factor 15,Regulation,23128393,v22
miRNet-hsatf-2088,MI0000460,hsa-mir-144,TAL1,6886,ENSG00000162367,"TAL bHLH transcription factor 1, erythroid differentiation factor",Activation,26990877,v22
miRNet-hsatf-2089,MI0003129,hsa-mir-146b,TAL1,6886,ENSG00000162367,"TAL bHLH transcription factor 1, erythroid differentiation factor",Repression,23448994,v22
miRNet-hsatf-2090,MI0000300,hsa-mir-223,TAL1,6886,ENSG00000162367,"TAL bHLH transcription factor 1, erythroid differentiation factor",Repression(feedback),23448994,v22
miRNet-hsatf-2091,MI0000300,hsa-mir-223,TAL1,6886,ENSG00000162367,"TAL bHLH transcription factor 1, erythroid differentiation factor",Activation(feedback),23857984,v22
miRNet-hsatf-2092,MI0000735,hsa-mir-29c,TAL1,6886,ENSG00000162367,"TAL bHLH transcription factor 1, erythroid differentiation factor",Activation,23857984,v22
miRNet-hsatf-2093,MI0003634,hsa-mir-620,TAL1,6886,ENSG00000162367,"TAL bHLH transcription factor 1, erythroid differentiation factor",Repression,23857984,v22
miRNet-hsatf-2094,MI0000734,hsa-mir-106b,TAZ,6901,ENSG00000102125,tafazzin,Activation,27797825,v22
miRNet-hsatf-2095,MI0000082,hsa-mir-25,TAZ,6901,ENSG00000102125,tafazzin,Activation,27797825,v22
miRNet-hsatf-2096,MI0000095,hsa-mir-93,TAZ,6901,ENSG00000102125,tafazzin,Activation,27797825,v22
miRNet-hsatf-2097,MI0000098,hsa-mir-96,TBX1,6899,ENSG00000184058,T-box transcription factor 1,Repression,25556186,v22
miRNet-hsatf-2098,MI0000542,hsa-mir-320a,TCF3,6929,ENSG00000071564,transcription factor 3,Activation,24454819,v22
miRNet-hsatf-2099,MI0003135,hsa-mir-495,TCF3,6929,ENSG00000071564,transcription factor 3,Activation,28454357,v22
miRNet-hsatf-2100,MI0000446,hsa-mir-125b-1,TCF4,6925,ENSG00000196628,transcription factor 4,Activation,26968260,v22
miRNet-hsatf-2101,MI0000477,hsa-mir-146a,TCF4,6925,ENSG00000196628,transcription factor 4,Activation,24561623,v22
miRNet-hsatf-2102,MI0000269,hsa-mir-181a-2,TCF4,6925,ENSG00000196628,transcription factor 4,Activation(feedback),21711587,v22
miRNet-hsatf-2103,MI0000683,hsa-mir-181b-2,TCF4,6925,ENSG00000196628,transcription factor 4,Activation,21711587,v22
miRNet-hsatf-2104,MI0000077,hsa-mir-21,TCF4,6925,ENSG00000196628,transcription factor 4,Activation(feedback),21956205,v22
miRNet-hsatf-2105,MI0000268,hsa-mir-34a,TCF4,6925,ENSG00000196628,transcription factor 4,Activation(feedback),25792709,v22
miRNet-hsatf-2106,MI0000269,hsa-mir-181a-2,TCF7L2,6934,ENSG00000148737,transcription factor 7 like 2,Activation(feedback),21711587,v22
miRNet-hsatf-2107,MI0000683,hsa-mir-181b-2,TCF7L2,6934,ENSG00000148737,transcription factor 7 like 2,Activation(feedback),21711587,v22
miRNet-hsatf-2108,MI0000077,hsa-mir-21,TCF7L2,6934,ENSG00000148737,transcription factor 7 like 2,Activation,21956205,v22
miRNet-hsatf-2109,MI0000734,hsa-mir-106b,TEAD1,7003,ENSG00000187079,TEA domain transcription factor 1,Activation,27797825,v22
miRNet-hsatf-2110,MI0000082,hsa-mir-25,TEAD1,7003,ENSG00000187079,TEA domain transcription factor 1,Activation,27797825,v22
miRNet-hsatf-2111,MI0000095,hsa-mir-93,TEAD1,7003,ENSG00000187079,TEA domain transcription factor 1,Activation,27797825,v22
miRNet-hsatf-2112,MI0000448,hsa-mir-130a,TEAD2,8463,ENSG00000074219,TEA domain transcription factor 2,Activation,26272168,v22
miRNet-hsatf-2113,MI0000471,hsa-mir-126,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Activation,26434590,v22
miRNet-hsatf-2114,MI0000071,hsa-mir-17,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Activation,24068957,v22
miRNet-hsatf-2115,MI0000072,hsa-mir-18a,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Activation(feedback),24068957,v22
miRNet-hsatf-2116,MI0000073,hsa-mir-19a,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Activation,24068957,v22
miRNet-hsatf-2117,MI0000074,hsa-mir-19b-1,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Activation,24068957,v22
miRNet-hsatf-2118,MI0000076,hsa-mir-20a,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Activation,24068957,v22
miRNet-hsatf-2119,MI0000290,hsa-mir-214,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Activation(feedback),23667173,v22
miRNet-hsatf-2120,MI0003653,hsa-mir-638,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Repression,25650662,v22
miRNet-hsatf-2121,MI0000093,hsa-mir-92a-1,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Activation,24068957,v22
miRNet-hsatf-2122,MI0005769,hsa-mir-944,TFAP2A,7020,ENSG00000137203,transcription factor AP-2 alpha,Activation,26202967,v22
miRNet-hsatf-2123,MI0005769,hsa-mir-944,TFAP2C,7022,ENSG00000087510,transcription factor AP-2 gamma,Activation,26202967,v22
miRNet-hsatf-2124,MI0000065,hsa-let-7d,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,20395557,v22
miRNet-hsatf-2125,MI0000442,hsa-mir-122,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,25909171,v22
miRNet-hsatf-2126,MI0000457,hsa-mir-141,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,18698484,v22
miRNet-hsatf-2127,MI0000459,hsa-mir-143,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,21673106,v22
miRNet-hsatf-2128,MI0000461,hsa-mir-145,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,26165705,v22
miRNet-hsatf-2129,MI0000477,hsa-mir-146a,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation(feedback),20375304,v22
miRNet-hsatf-2130,MI0000681,hsa-mir-155,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,18794355,v22
miRNet-hsatf-2131,MI0000270,hsa-mir-181b-1,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,20023698,v22
miRNet-hsatf-2132,MI0000683,hsa-mir-181b-2,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,20023698,v22
miRNet-hsatf-2133,MI0000234,hsa-mir-192,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,22264233,v22
miRNet-hsatf-2134,MI0000737,hsa-mir-200a,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,18698484,v22
miRNet-hsatf-2135,MI0000342,hsa-mir-200b,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,18698484,v22
miRNet-hsatf-2136,MI0000650,hsa-mir-200c,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,18698484,v22
miRNet-hsatf-2137,MI0000285,hsa-mir-205,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,18698484,v22
miRNet-hsatf-2138,MI0000077,hsa-mir-21,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation(feedback),20705240,v22
miRNet-hsatf-2139,MI0000077,hsa-mir-21,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation(feedback),22960625,v22
miRNet-hsatf-2140,MI0000291,hsa-mir-215,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,20705240,v22
miRNet-hsatf-2141,MI0000292,hsa-mir-216a,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,19543271,v22
miRNet-hsatf-2142,MI0000293,hsa-mir-217,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,19543271,v22
miRNet-hsatf-2143,MI0000301,hsa-mir-224,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,20118412,v22
miRNet-hsatf-2144,MI0000079,hsa-mir-23a,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,18508316,v22
miRNet-hsatf-2145,MI0000085,hsa-mir-27a,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation(feedback),18508316,v22
miRNet-hsatf-2146,MI0000087,hsa-mir-29a,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,20201077,v22
miRNet-hsatf-2147,MI0003685,hsa-mir-421,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,20705240,v22
miRNet-hsatf-2148,MI0001446,hsa-mir-424,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,25266660,v22
miRNet-hsatf-2149,MI0001641,hsa-mir-429,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Repression,18698484,v22
miRNet-hsatf-2150,MI0001723,hsa-mir-433,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,25750628,v22
miRNet-hsatf-2151,MI0003188,hsa-mir-503,TGFB1,7040,ENSG00000105329,transforming growth factor beta 1,Activation,25266660,v22
miRNet-hsatf-2152,MI0000077,hsa-mir-21,TH,7054,ENSG00000180176,tyrosine hydroxylase,Repression,27159391,v22
miRNet-hsatf-2153,MI0003139,hsa-mir-181d,THRA,7067,ENSG00000126351,thyroid hormone receptor alpha,Regulation,24103759,v22
miRNet-hsatf-2154,MI0000469,hsa-mir-125a,TLR2,7097,ENSG00000137462,toll like receptor 2,Regulation,22114673,v22
miRNet-hsatf-2155,MI0000477,hsa-mir-146a,TLR2,7097,ENSG00000137462,toll like receptor 2,Activation(feedback),20375304,v22
miRNet-hsatf-2156,MI0000085,hsa-mir-27a,TLR2,7097,ENSG00000137462,toll like receptor 2,Repression,24835395,v22
miRNet-hsatf-2157,MI0000274,hsa-mir-187,TLR4,7099,ENSG00000136869,toll like receptor 4,Activation,23071313,v22
miRNet-hsatf-2158,MI0000085,hsa-mir-27a,TLR4,7099,ENSG00000136869,toll like receptor 4,Repression,24835395,v22
miRNet-hsatf-2159,MI0000071,hsa-mir-17,TLX1,3195,ENSG00000107807,T cell leukemia homeobox 1,Activation,19148830,v22
miRNet-hsatf-2160,MI0000072,hsa-mir-18a,TLX1,3195,ENSG00000107807,T cell leukemia homeobox 1,Activation,19148830,v22
miRNet-hsatf-2161,MI0000073,hsa-mir-19a,TLX1,3195,ENSG00000107807,T cell leukemia homeobox 1,Activation,19148830,v22
miRNet-hsatf-2162,MI0000076,hsa-mir-20a,TLX1,3195,ENSG00000107807,T cell leukemia homeobox 1,Activation,19148830,v22
miRNet-hsatf-2163,MI0000071,hsa-mir-17,TLX3,30012,ENSG00000164438,T cell leukemia homeobox 3,Activation,19148830,v22
miRNet-hsatf-2164,MI0000072,hsa-mir-18a,TLX3,30012,ENSG00000164438,T cell leukemia homeobox 3,Activation,19148830,v22
miRNet-hsatf-2165,MI0000073,hsa-mir-19a,TLX3,30012,ENSG00000164438,T cell leukemia homeobox 3,Activation,19148830,v22
miRNet-hsatf-2166,MI0000076,hsa-mir-20a,TLX3,30012,ENSG00000164438,T cell leukemia homeobox 3,Activation,19148830,v22
miRNet-hsatf-2167,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000232810,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2168,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000204490,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2169,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000223952,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2170,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000228978,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2171,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000230108,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2172,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000228321,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2173,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000206439,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2174,MI0000060,hsa-let-7a-1,TNF,7124,ENSG00000228849,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2175,MI0000065,hsa-let-7d,TNF,7124,ENSG00000232810,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2176,MI0000065,hsa-let-7d,TNF,7124,ENSG00000204490,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2177,MI0000065,hsa-let-7d,TNF,7124,ENSG00000223952,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2178,MI0000065,hsa-let-7d,TNF,7124,ENSG00000228978,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2179,MI0000065,hsa-let-7d,TNF,7124,ENSG00000230108,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2180,MI0000065,hsa-let-7d,TNF,7124,ENSG00000228321,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2181,MI0000065,hsa-let-7d,TNF,7124,ENSG00000206439,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2182,MI0000065,hsa-let-7d,TNF,7124,ENSG00000228849,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2183,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000232810,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2184,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000204490,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2185,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000223952,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2186,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000228978,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2187,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000230108,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2188,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000228321,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2189,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000206439,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2190,MI0000067,hsa-let-7f-1,TNF,7124,ENSG00000228849,tumor necrosis factor,Activation,26378151,v22
miRNet-hsatf-2191,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000232810,tumor necrosis factor,Activation,24428800,v22
miRNet-hsatf-2192,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000204490,tumor necrosis factor,Activation,24428800,v22
miRNet-hsatf-2193,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000223952,tumor necrosis factor,Activation,24428800,v22
miRNet-hsatf-2194,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000228978,tumor necrosis factor,Activation,24428800,v22
miRNet-hsatf-2195,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000230108,tumor necrosis factor,Activation,24428800,v22
miRNet-hsatf-2196,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000228321,tumor necrosis factor,Activation,24428800,v22
miRNet-hsatf-2197,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000206439,tumor necrosis factor,Activation,24428800,v22
miRNet-hsatf-2198,MI0003129,hsa-mir-146b,TNF,7124,ENSG00000228849,tumor necrosis factor,Activation,24428800,v22
miRNet-hsatf-2199,MI0000071,hsa-mir-17,TNF,7124,ENSG00000232810,tumor necrosis factor,Activation(feedback),19949084,v22
miRNet-hsatf-2200,MI0000071,hsa-mir-17,TNF,7124,ENSG00000204490,tumor necrosis factor,Activation(feedback),19949084,v22
miRNet-hsatf-2201,MI0000071,hsa-mir-17,TNF,7124,ENSG00000223952,tumor necrosis factor,Activation(feedback),19949084,v22
miRNet-hsatf-2202,MI0000071,hsa-mir-17,TNF,7124,ENSG00000228978,tumor necrosis factor,Activation(feedback),19949084,v22
miRNet-hsatf-2203,MI0000071,hsa-mir-17,TNF,7124,ENSG00000230108,tumor necrosis factor,Activation(feedback),19949084,v22
miRNet-hsatf-2204,MI0000071,hsa-mir-17,TNF,7124,ENSG00000228321,tumor necrosis factor,Activation(feedback),19949084,v22
miRNet-hsatf-2205,MI0000071,hsa-mir-17,TNF,7124,ENSG00000206439,tumor necrosis factor,Activation(feedback),19949084,v22
miRNet-hsatf-2206,MI0000071,hsa-mir-17,TNF,7124,ENSG00000228849,tumor necrosis factor,Activation(feedback),19949084,v22
miRNet-hsatf-2207,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000232810,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2208,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000204490,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2209,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000223952,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2210,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000228978,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2211,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000230108,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2212,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000228321,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2213,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000206439,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2214,MI0000289,hsa-mir-181a-1,TNF,7124,ENSG00000228849,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2215,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000232810,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2216,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000204490,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2217,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000223952,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2218,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000228978,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2219,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000230108,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2220,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000228321,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2221,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000206439,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2222,MI0000270,hsa-mir-181b-1,TNF,7124,ENSG00000228849,tumor necrosis factor,Repression,24954507,v22
miRNet-hsatf-2223,MI0000089,hsa-mir-31,TNF,7124,ENSG00000232810,tumor necrosis factor,Activation,19949084,v22
miRNet-hsatf-2224,MI0000089,hsa-mir-31,TNF,7124,ENSG00000204490,tumor necrosis factor,Activation,19949084,v22
miRNet-hsatf-2225,MI0000089,hsa-mir-31,TNF,7124,ENSG00000223952,tumor necrosis factor,Activation,19949084,v22
miRNet-hsatf-2226,MI0000089,hsa-mir-31,TNF,7124,ENSG00000228978,tumor necrosis factor,Activation,19949084,v22
miRNet-hsatf-2227,MI0000089,hsa-mir-31,TNF,7124,ENSG00000230108,tumor necrosis factor,Activation,19949084,v22
miRNet-hsatf-2228,MI0000089,hsa-mir-31,TNF,7124,ENSG00000228321,tumor necrosis factor,Activation,19949084,v22
miRNet-hsatf-2229,MI0000089,hsa-mir-31,TNF,7124,ENSG00000206439,tumor necrosis factor,Activation,19949084,v22
miRNet-hsatf-2230,MI0000089,hsa-mir-31,TNF,7124,ENSG00000228849,tumor necrosis factor,Activation,19949084,v22
miRNet-hsatf-2231,MI0000651,hsa-mir-1-1,TNFSF12,8742,ENSG00000239697,TNF superfamily member 12,Repression,20098732,v22
miRNet-hsatf-2232,MI0000437,hsa-mir-1-2,TNFSF12,8742,ENSG00000239697,TNF superfamily member 12,Repression,20098732,v22
miRNet-hsatf-2233,MI0000822,hsa-mir-133b,TNFSF12,8742,ENSG00000239697,TNF superfamily member 12,Repression,20098732,v22
miRNet-hsatf-2234,MI0000477,hsa-mir-146a,TNFSF12,8742,ENSG00000239697,TNF superfamily member 12,Activation,20098732,v22
miRNet-hsatf-2235,MI0000490,hsa-mir-206,TNFSF12,8742,ENSG00000239697,TNF superfamily member 12,Repression,20098732,v22
miRNet-hsatf-2236,MI0003513,hsa-mir-455,TNFSF12,8742,ENSG00000239697,TNF superfamily member 12,Activation,20098732,v22
miRNet-hsatf-2237,MI0000102,hsa-mir-100,TP53,7157,ENSG00000141510,tumor protein p53,Repression,25757558,v22
miRNet-hsatf-2238,MI0000113,hsa-mir-106a,TP53,7157,ENSG00000141510,tumor protein p53,Activation,24256616,v22
miRNet-hsatf-2239,MI0000114,hsa-mir-107,TP53,7157,ENSG00000141510,tumor protein p53,Activation(feedback),20308559,v22
miRNet-hsatf-2240,MI0000114,hsa-mir-107,TP53,7157,ENSG00000141510,tumor protein p53,Regulation(feedback),20833636,v22
miRNet-hsatf-2241,MI0000267,hsa-mir-10b,TP53,7157,ENSG00000141510,tumor protein p53,Activation(feedback),24256616,v22
miRNet-hsatf-2242,MI0006337,hsa-mir-1204,TP53,7157,ENSG00000141510,tumor protein p53,Activation,24256616,v22
miRNet-hsatf-2243,MI0006337,hsa-mir-1204,TP53,7157,ENSG00000141510,tumor protein p53,Activation,27216701,v22
miRNet-hsatf-2244,MI0006339,hsa-mir-1206,TP53,7157,ENSG00000141510,tumor protein p53,Activation,24256616,v22
miRNet-hsatf-2245,MI0006381,hsa-mir-1246,TP53,7157,ENSG00000141510,tumor protein p53,Activation,22751441,v22
miRNet-hsatf-2246,MI0006381,hsa-mir-1246,TP53,7157,ENSG00000141510,tumor protein p53,Activation,27216701,v22
miRNet-hsatf-2247,MI0000469,hsa-mir-125a,TP53,7157,ENSG00000141510,tumor protein p53,Activation(feedback),26389681,v22
miRNet-hsatf-2248,MI0000472,hsa-mir-127,TP53,7157,ENSG00000141510,tumor protein p53,Activation,23762330,v22
miRNet-hsatf-2249,MI0006415,hsa-mir-1275,TP53,7157,ENSG00000141510,tumor protein p53,Repression,26886852,v22
miRNet-hsatf-2250,MI0006419,hsa-mir-1277,TP53,7157,ENSG00000141510,tumor protein p53,Repression,26886852,v22
miRNet-hsatf-2251,MI0003786,hsa-mir-1323,TP53,7157,ENSG00000141510,tumor protein p53,Activation,26886852,v22
miRNet-hsatf-2252,MI0000261,hsa-mir-139,TP53,7157,ENSG00000141510,tumor protein p53,Activation,28119089,v22
miRNet-hsatf-2253,MI0000457,hsa-mir-141,TP53,7157,ENSG00000141510,tumor protein p53,Activation,21518799,v22
miRNet-hsatf-2254,MI0000458,hsa-mir-142,TP53,7157,ENSG00000141510,tumor protein p53,Activation,25907832,v22
miRNet-hsatf-2255,MI0000459,hsa-mir-143,TP53,7157,ENSG00000141510,tumor protein p53,Regulation,20351064,v22
miRNet-hsatf-2256,MI0000461,hsa-mir-145,TP53,7157,ENSG00000141510,tumor protein p53,Activation,19202062,v22
miRNet-hsatf-2257,MI0000461,hsa-mir-145,TP53,7157,ENSG00000141510,tumor protein p53,Regulation,20351064,v22
miRNet-hsatf-2258,MI0000461,hsa-mir-145,TP53,7157,ENSG00000141510,tumor protein p53,Regulation,22936352,v22
miRNet-hsatf-2259,MI0000461,hsa-mir-145,TP53,7157,ENSG00000141510,tumor protein p53,Activation,27626692,v22
miRNet-hsatf-2260,MI0000477,hsa-mir-146a,TP53,7157,ENSG00000141510,tumor protein p53,Repression,25757558,v22
miRNet-hsatf-2261,MI0000253,hsa-mir-148a,TP53,7157,ENSG00000141510,tumor protein p53,Activation,23321675,v22
miRNet-hsatf-2262,MI0000253,hsa-mir-148a,TP53,7157,ENSG00000141510,tumor protein p53,Repression,26886852,v22
miRNet-hsatf-2263,MI0000478,hsa-mir-149,TP53,7157,ENSG00000141510,tumor protein p53,Activation,27216701,v22
miRNet-hsatf-2264,MI0000479,hsa-mir-150,TP53,7157,ENSG00000141510,tumor protein p53,Repression(feedback),25757558,v22
miRNet-hsatf-2265,MI0000809,hsa-mir-151a,TP53,7157,ENSG00000141510,tumor protein p53,Activation(feedback),24256616,v22
miRNet-hsatf-2266,MI0000681,hsa-mir-155,TP53,7157,ENSG00000141510,tumor protein p53,Repression(feedback),20170545,v22
miRNet-hsatf-2267,MI0000069,hsa-mir-15a,TP53,7157,ENSG00000141510,tumor protein p53,Activation(feedback),21205967,v22
