Geneid	021_control	021_TGFb1	021_TGFb2	025_control	025_TGFb1	025_TGFb2	029_control	029_TGFb1	029_TGFb2	050_control	050_TGFb1	050_TGFb2	LGP3_control	LGP3_TGFb1	LGP3_TGFb2	LGP5_control	LGP5_TGFb1	LGP5_TGFb2
hsa-miR-4311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-629-5p	312	296	284	313	378	326	486	369	434	453	436	549	943	606	1077	417	230	450
hsa-miR-629-3p	3	2	1	1	1	5	3	5	1	6	4	7	13	0	12	4	1	6
hsa-miR-630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-12135	1	4	3	3	2	2	4	3	9	2	4	1	7	4	2	1	0	2
hsa-miR-6881-5p	0	0	0	0	1	3	0	1	0	0	3	0	0	0	0	0	0	3
hsa-miR-6881-3p	0	0	0	0	2	3	0	3	1	0	3	0	0	0	0	0	0	4
hsa-miR-4513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6882-5p	4	1	5	3	0	1	2	7	2	2	2	4	6	9	7	4	6	11
hsa-miR-6882-3p	0	0	1	2	1	2	3	2	0	0	0	0	2	0	0	1	0	0
hsa-miR-631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-184	3	11	2	3	20	1	2	7	2	7	25	9	5	28	7	4	10	2
hsa-miR-5572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-549a-3p	2	3	1	29	13	21	10	4	9	60	33	54	29	12	44	15	5	17
hsa-miR-549a-5p	1	4	2	5	1	3	2	2	4	21	15	7	9	1	2	5	2	5
hsa-miR-4514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7706	40	52	36	42	114	59	42	48	27	34	50	27	95	68	49	32	63	43
hsa-miR-1276	0	3	2	3	1	2	0	1	1	4	0	0	6	1	3	6	1	1
hsa-miR-548ap-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ap-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-11181-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-11181-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1179	32	21	29	34	20	47	61	18	46	26	33	27	76	32	44	76	31	47
hsa-miR-7-5p	10889	12263	10663	13433	14190	11975	13714	5682	12942	5897	10444	6399	9614	18435	9501	13384	7515	9258
hsa-miR-7-2-3p	2	6	7	11	0	1	7	0	6	3	2	9	7	3	6	15	10	5
hsa-miR-3529-5p	0	1	0	0	0	0	0	0	4	2	0	1	0	0	0	1	0	0
hsa-miR-3529-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6766-5p	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6766-3p	3	0	0	2	0	2	3	0	2	1	2	2	3	2	0	1	1	1
hsa-miR-5094	0	0	0	1	4	0	3	0	0	0	0	0	6	0	3	0	0	0
hsa-miR-5009-5p	1	0	1	3	1	1	2	4	1	2	0	1	4	5	0	3	0	3
hsa-miR-5009-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3174	8	1	3	2	3	7	4	4	2	2	1	3	8	11	8	3	1	2
hsa-miR-3175	0	4	1	1	3	1	1	2	1	2	0	1	4	4	5	3	0	0
hsa-miR-1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4714-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4714-3p	4	1	1	2	0	5	7	0	1	0	4	2	7	3	5	2	5	3
hsa-miR-5587-5p	1	0	2	3	1	0	0	2	0	2	0	1	1	3	2	1	0	1
hsa-miR-5587-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
hsa-miR-3176	2	11	4	6	10	7	4	0	5	5	1	4	6	5	3	0	2	3
hsa-miR-662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3177-3p	0	0	0	2	0	0	0	2	3	0	0	0	1	0	0	1	0	0
hsa-miR-3177-5p	2	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	2	0
hsa-miR-1225-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-1225-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-6511b-5p	0	2	0	4	8	2	2	0	2	4	0	4	0	0	2	2	0	6
hsa-miR-6511b-3p	30	10	34	24	32	6	34	18	36	10	6	28	46	48	26	42	24	26
hsa-miR-4516	0	3	1	0	2	1	0	3	0	0	0	0	0	0	0	1	2	2
hsa-miR-3180	4	8	4	0	6	16	14	6	4	0	10	0	18	4	4	46	79	54
hsa-miR-3677-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3677-5p	1	0	0	0	6	2	0	4	0	2	2	1	3	3	0	3	1	0
hsa-miR-940	0	8	5	4	2	0	4	4	1	2	2	1	5	7	5	3	2	2
hsa-miR-4717-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4717-3p	2	2	0	0	5	2	0	2	0	1	1	0	2	1	2	2	0	1
hsa-miR-6767-5p	1	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-6767-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6768-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6768-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3178	0	6	4	2	3	1	5	6	7	0	1	3	3	2	2	5	7	10
hsa-miR-6126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769a-5p	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769a-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-8065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-193b-5p	137	169	86	78	211	81	172	204	176	111	173	134	288	224	215	135	142	180
hsa-miR-193b-3p	85	145	115	52	94	71	106	50	103	118	110	148	185	76	176	156	128	133
hsa-miR-365a-3p	7201	8017	7318	5643	3429	5752	6654	2863	5393	7829	9283	10714	9182	7889	10815	9248	5037	7750
hsa-miR-365a-5p	12	29	15	7	19	19	22	15	16	15	19	26	33	35	39	21	35	25
hsa-miR-3179	20	16	48	20	20	32	24	16	40	4	30	28	12	56	32	32	0	12
hsa-miR-3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3180-5p	6	27	6	21	27	39	21	21	30	18	18	21	27	32	33	210	165	183
hsa-miR-3180-3p	6	12	6	0	9	24	21	9	9	0	15	0	27	6	6	69	119	78
hsa-miR-6511a-5p	0	4	0	8	16	4	4	0	4	8	0	12	0	0	4	4	0	12
hsa-miR-6511a-3p	60	16	72	120	96	108	92	56	104	52	76	68	64	112	140	72	64	152
hsa-miR-6770-5p	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
hsa-miR-6770-3p	0	12	6	3	15	12	12	12	6	24	3	3	9	0	12	6	6	12
hsa-miR-1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6506-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6506-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-484	71	105	92	54	104	86	58	27	42	34	48	60	169	65	127	211	138	178
hsa-miR-3680-5p	0	2	2	2	0	4	0	0	4	0	0	0	2	0	6	0	0	0
hsa-miR-3680-3p	0	0	0	0	4	4	0	0	2	2	0	0	2	6	0	0	0	2
hsa-miR-1273h-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273h-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6862-5p	0	2	4	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-6862-3p	0	4	4	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0
hsa-miR-4721	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0
hsa-miR-4517	0	0	1	3	0	2	2	0	0	1	0	0	2	1	0	0	2	0
hsa-miR-4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4519	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9901	7	9	1	4	21	12	11	7	1	2	1	1	1	7	0	4	9	7
hsa-miR-6771-5p	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6771-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3181	0	1	0	0	0	1	3	0	0	0	1	0	0	0	0	1	0	0
hsa-miR-3935	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0
hsa-miR-138-5p	29368	50483	27097	64233	26793	56037	41919	14685	29037	28344	23438	30276	50994	68374	52744	69401	35711	47739
hsa-miR-138-2-3p	1	1	2	6	3	0	0	0	0	0	0	0	3	4	0	0	4	1
hsa-miR-6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6772-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6772-3p	2	10	2	3	1	1	1	2	0	2	3	0	0	9	0	2	0	7
hsa-miR-328-3p	518	510	293	400	656	420	547	699	505	352	559	333	848	608	779	831	948	1106
hsa-miR-328-5p	0	0	1	3	2	2	1	0	0	0	0	3	3	0	0	2	4	5
hsa-miR-6773-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-6773-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1538	4	2	1	1	1	0	0	4	1	2	0	0	2	1	1	1	1	2
hsa-miR-140-5p	1376	1767	2323	1609	1208	1153	2437	814	2043	1601	1903	1818	2080	1006	1905	3706	2820	2544
hsa-miR-140-3p	3397	4987	4999	4051	3911	3956	7317	3943	6372	4826	5035	6187	6227	4270	7189	8043	5277	7744
hsa-miR-4719	0	0	0	0	0	0	12	3	8	0	0	0	3	0	9	0	0	0
hsa-miR-4720-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
hsa-miR-4720-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7854-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6504-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6504-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3182	1	7	3	7	2	6	0	1	7	9	4	31	10	5	13	8	1	5
hsa-miR-12128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1910-5p	2	3	4	2	0	3	1	0	4	1	1	6	5	2	11	3	3	0
hsa-miR-1910-3p	0	0	0	0	0	2	0	0	0	0	2	0	0	2	3	3	0	0
hsa-miR-6774-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6774-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6775-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6775-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-11401	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
hsa-miR-5189-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-5189-3p	0	1	0	0	2	0	0	1	0	2	1	0	1	0	2	0	0	0
hsa-miR-4722-5p	0	0	0	1	0	0	3	1	1	0	2	0	0	0	0	1	0	0
hsa-miR-4722-3p	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3183	0	2	0	1	5	2	0	4	4	0	0	0	2	3	6	3	4	2
hsa-miR-22-5p	1271	1514	1631	1177	1103	1057	1617	628	1302	1093	1319	1335	1606	1710	1433	1389	973	1143
hsa-miR-22-3p	23050	30791	25478	24357	21652	22879	28281	11222	20507	19744	29898	25661	27931	19051	29827	30868	25945	21658
hsa-miR-132-5p	124	83	154	83	81	123	98	84	63	84	152	110	192	89	113	109	89	116
hsa-miR-132-3p	1101	808	1045	631	856	815	782	699	591	585	919	693	1410	825	1261	1135	1432	997
hsa-miR-212-3p	27	17	24	22	26	20	15	12	8	19	43	26	49	32	36	16	52	33
hsa-miR-212-5p	10	7	21	9	6	4	1	1	6	11	7	3	25	5	15	2	0	11
hsa-miR-6776-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6776-3p	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6864-5p	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1
hsa-miR-6864-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6865-5p	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-6865-3p	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-4520-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4520-3p	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4520-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-195-5p	176	176	197	314	298	230	2122	466	1766	177	135	243	306	173	391	3526	1484	2305
hsa-miR-195-3p	5	0	3	10	5	9	26	18	28	5	0	6	12	3	3	28	36	44
hsa-miR-497-5p	79	72	108	123	190	94	848	315	742	120	71	179	187	61	233	1649	1098	1193
hsa-miR-497-3p	0	0	0	2	3	0	9	1	5	2	1	2	5	0	0	9	5	12
hsa-miR-324-5p	692	784	718	991	937	769	1138	514	962	938	754	1271	1930	698	2207	1333	1427	1108
hsa-miR-324-3p	427	366	323	447	669	331	605	347	425	490	393	514	1234	391	958	749	816	705
hsa-miR-4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6883-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6883-3p	1	0	0	0	0	0	0	0	1	0	0	0	2	2	2	1	0	0
hsa-miR-4521	1133	1292	1300	1243	2634	1018	924	955	828	881	1582	1702	1536	645	2009	372	379	518
hsa-miR-744-5p	1332	1796	858	1031	2457	1231	1894	1949	1821	965	1621	990	2307	2178	1828	2409	2392	2432
hsa-miR-744-3p	36	43	27	24	38	22	41	21	32	28	21	15	30	21	12	53	49	21
hsa-miR-1269b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
hsa-miR-4731-5p	4	2	2	0	0	3	2	3	1	1	0	2	3	0	1	2	0	0
hsa-miR-4731-3p	0	1	5	4	0	3	2	1	1	0	1	0	2	4	0	0	0	1
hsa-miR-1288-3p	0	1	0	0	2	2	2	0	0	4	0	0	0	0	2	0	1	0
hsa-miR-1288-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6777-5p	0	0	1	0	0	0	0	2	1	2	0	0	1	1	0	1	0	0
hsa-miR-6777-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0
hsa-miR-33b-5p	0	1	3	6	4	3	9	2	3	8	10	7	5	2	5	2	5	1
hsa-miR-33b-3p	2	2	2	2	2	4	1	0	0	13	2	5	6	2	6	3	3	3
hsa-miR-6778-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6778-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1180-3p	173	134	134	120	227	184	258	137	250	134	107	115	327	238	278	353	322	342
hsa-miR-1180-5p	0	0	1	3	1	1	1	1	1	3	1	4	5	0	3	5	3	2
hsa-miR-4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4723-5p	0	3	1	0	0	2	3	1	0	0	1	2	3	3	2	1	1	1
hsa-miR-4723-3p	0	4	1	2	4	1	0	1	0	0	2	2	0	4	0	7	0	1
hsa-miR-451a	0	8	2	0	15	10	2	10	0	1	5	4	1	4	10	1	2	2
hsa-miR-451b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-144-5p	2	1	3	3	1	0	0	2	0	0	6	3	0	0	2	1	2	0
hsa-miR-144-3p	0	3	0	1	5	0	0	0	0	0	3	0	0	0	0	2	0	0
hsa-miR-4732-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4732-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4523	2	1	0	3	2	1	1	0	2	2	2	1	1	1	1	1	7	0
hsa-miR-423-5p	2276	2832	1648	1849	3458	2084	3178	2179	2874	1766	2380	1988	4301	3660	3377	3119	3822	3033
hsa-miR-423-3p	2321	2695	1733	1740	2826	2414	3400	1825	2849	1689	1843	1816	3918	2281	2584	4475	3859	4253
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3184-3p	1	1	1	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-4733-5p	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0
hsa-miR-4733-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4724-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4724-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-193a-5p	1011	1430	927	707	648	768	844	853	745	1195	2049	1367	1505	1816	1138	1077	1146	1088
hsa-miR-193a-3p	12	23	19	3	4	9	8	8	4	10	26	13	15	4	7	14	6	4
hsa-miR-4725-5p	1	2	2	0	0	0	0	2	0	1	3	0	0	0	0	0	1	0
hsa-miR-4725-3p	6	21	5	4	8	4	3	7	8	10	13	11	9	10	4	7	4	19
hsa-miR-365b-5p	122	136	58	52	45	72	38	69	68	67	124	80	117	99	72	39	46	44
hsa-miR-365b-3p	7206	8029	7336	5647	3432	5760	6656	2867	5397	7837	9286	10717	9184	7899	10822	9256	5043	7755
hsa-miR-632	0	0	0	0	3	0	1	0	0	0	0	0	2	1	0	0	1	1
hsa-miR-2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4734	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-4726-5p	2	1	1	0	3	0	0	4	1	1	0	2	2	0	0	0	0	0
hsa-miR-4726-3p	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-4727-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4727-3p	2	0	0	0	1	0	1	0	0	1	0	0	4	0	0	0	1	0
hsa-miR-6779-5p	0	3	6	0	11	2	6	2	5	0	2	3	0	5	5	2	0	1
hsa-miR-6779-3p	1	2	5	1	8	1	0	0	2	1	1	0	0	2	2	1	0	0
hsa-miR-548bc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4728-5p	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0
hsa-miR-4728-3p	2	1	2	1	1	0	1	8	2	2	3	0	5	3	0	0	2	2
hsa-miR-6884-5p	1	0	1	2	0	0	0	4	3	0	0	1	0	0	0	0	0	0
hsa-miR-6884-3p	1	0	0	3	4	1	0	2	0	0	1	1	2	3	1	0	0	2
hsa-miR-6866-5p	0	2	0	1	6	6	5	2	5	1	4	1	11	4	2	5	11	6
hsa-miR-6866-3p	2	1	1	1	8	1	6	1	1	0	2	6	7	4	5	2	4	2
hsa-miR-6867-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-6867-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6510-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6510-3p	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0
hsa-miR-548at-5p	0	0	0	1	0	0	3	0	0	0	3	0	12	4	8	4	0	2
hsa-miR-548at-3p	1	0	0	2	0	1	0	0	0	0	1	0	0	5	0	1	0	0
hsa-miR-5010-5p	4	9	9	6	13	9	9	9	14	2	2	4	6	9	3	3	11	1
hsa-miR-5010-3p	13	7	8	16	9	15	10	2	17	7	4	6	8	6	12	16	27	7
hsa-miR-6780a-5p	2	0	1	6	2	0	0	2	2	5	0	0	3	0	0	1	0	0
hsa-miR-6780a-3p	1	0	1	3	1	0	0	1	3	0	0	0	0	0	0	0	0	0
hsa-miR-6781-5p	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6781-3p	3	1	3	1	1	0	0	0	1	0	0	0	3	0	0	0	1	1
hsa-miR-2117	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
hsa-miR-6782-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-6782-3p	0	0	0	2	1	0	0	0	0	1	1	0	1	1	4	0	2	0
hsa-miR-6783-5p	0	0	0	1	1	0	0	0	0	0	1	1	0	0	3	1	0	1
hsa-miR-6783-3p	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	2
hsa-miR-6784-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6784-3p	3	0	0	17	4	9	2	2	3	5	3	3	13	21	6	20	5	5
hsa-miR-4315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5089-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-5089-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-10226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-152-3p	19993	30308	20408	19634	21343	17635	21353	12963	20567	21209	29477	25878	31971	27475	32514	27787	19662	21652
hsa-miR-152-5p	15	40	31	18	30	31	23	8	21	27	35	39	12	22	18	35	43	22
hsa-miR-1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10a-5p	2	12	3	9	11	3	44	32	49	23	43	28	19	11	11	41	23	29
hsa-miR-10a-3p	0	0	0	0	1	0	1	4	0	1	1	1	1	0	0	0	0	2
hsa-miR-196a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3614-5p	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
hsa-miR-3614-3p	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0
hsa-miR-142-5p	1	9	1	2	18	6	6	6	0	8	19	8	5	16	4	2	8	1
hsa-miR-142-3p	12	27	8	11	46	9	12	23	8	15	39	13	13	9	11	12	8	3
hsa-miR-4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-454-5p	19	20	15	20	27	16	39	7	17	26	15	20	44	28	42	60	32	36
hsa-miR-454-3p	2261	2436	2123	2925	4788	2650	3940	2296	3153	2545	2442	2871	7323	5483	7347	7585	3783	7064
hsa-miR-301a-3p	351	402	428	656	674	427	578	176	382	397	560	538	956	508	1142	945	696	562
hsa-miR-301a-5p	31	30	19	35	46	13	19	14	20	26	17	29	34	27	36	50	23	29
hsa-miR-4729	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	0	2
hsa-miR-21-5p	456737	435506	612127	331816	351900	411795	519784	173330	587902	420401	509750	572695	531029	303006	547438	418969	215878	322255
hsa-miR-21-3p	2931	2782	5749	1592	5318	3578	2026	2183	3630	2304	3612	5522	3378	2338	5484	2338	3419	5099
hsa-miR-4737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-5p	11	19	16	26	22	18	21	15	24	11	16	21	31	45	41	17	14	15
hsa-miR-3064-3p	1	0	1	1	0	0	1	0	3	0	0	2	3	1	4	3	0	0
hsa-miR-5047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548d-3p	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	2	0	0
hsa-miR-548aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4524b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4524b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4524a-5p	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0
hsa-miR-4524a-3p	3	6	2	3	5	3	13	2	3	7	8	10	4	1	13	5	5	2
hsa-miR-3615	246	310	243	90	196	127	260	198	187	113	209	108	379	152	208	255	232	332
hsa-miR-3678-5p	0	0	0	0	0	0	0	0	3	1	1	1	0	2	0	0	0	0
hsa-miR-3678-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6785-5p	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
