gene_id	gene_symbol	TM_C_1	TM_C_2	TM_C_3	TM_C_4	TM_C_5	TM_T_1	TM_T_2	TM_T_3	TM_T_4	TM_T_5
ENSG00000260414.1	AC138869.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260419.1	AC138869.2	0	0	0	0	0	0	0	0	0	0
ENSG00000205457.11	TP53TG3C	0	0	0	0	0	0	0	0	0	0
ENSG00000260827.1	AC138869.3	0	0	0	0	0	0	0	0	0	0
ENSG00000261507.1	AC141257.2	0	0	0	0	0	0	0	0	0	0
ENSG00000275034.2	TP53TG3E	0	0	0	0	0	0	0	0	0	0
ENSG00000282973.1	AC141257.3	0	0	0	0	0	0	0	0	0	0
ENSG00000261509.6	TP53TG3B	0	0	0	0	0	0	0	0	0	0
ENSG00000261009.1	AC141257.1	0	0	0	0	0	0	0	0	0	0
ENSG00000283110.1	AC141257.4	0	0	0	0	0	0	0	0	0	0
ENSG00000278848.2	TP53TG3F	0	0	0	0	0	0	0	0	0	0
ENSG00000282927.1	AC136944.6	0	0	0	0	0	0	0	0	0	0
ENSG00000262090.1	AC136944.5	0	0	0	0	0	0	0	0	0	0
ENSG00000260626.1	AC136944.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261200.1	AC136944.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261466.2	AC136944.4	0	0	0	0	0	0	0	0	0	0
ENSG00000261405.2	AC136944.3	0	0	0	0	0	0	0	0	0	0
ENSG00000259882.2	AC142384.1	0	0	0	0	0	0	1	0	0	0
ENSG00000260518.2	BMS1P8	2	0	1	5	5	4	3	0	8	4
ENSG00000282924.1	AC136428.4	0	1	0	0	0	0	0	0	0	0
ENSG00000261580.1	ENPP7P13	0	0	0	0	0	0	0	0	0	0
ENSG00000260308.1	AC136428.2	0	0	0	0	0	0	0	0	0	0
ENSG00000270467.1	IGHV3OR16-12	0	0	0	0	0	0	0	0	0	0
ENSG00000261153.2	AC136428.3	0	0	0	0	0	0	0	0	0	0
ENSG00000271178.1	IGHV3OR16-13	0	0	0	0	0	0	0	0	0	0
ENSG00000259680.5	AC136428.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270924.1	AC140658.6	0	0	0	0	0	0	0	0	0	0
ENSG00000271691.1	AC140658.7	0	0	0	0	0	0	0	0	0	0
ENSG00000260312.1	AC140658.2	0	0	0	0	0	0	0	0	0	0
ENSG00000270318.1	IGHV3OR16-11	0	0	0	0	0	0	0	0	0	0
ENSG00000260525.1	AC140658.3	0	0	0	0	0	0	0	0	0	0
ENSG00000260781.1	ARHGAP23P1	2	0	0	2	0	1	0	0	1	0
ENSG00000271620.1	IGHV3OR16-7	0	0	0	0	0	0	0	0	0	0
ENSG00000261607.1	AC140658.4	0	0	0	0	0	0	0	0	0	0
ENSG00000259842.2	IGHV3OR16-16	0	0	0	0	0	0	0	0	0	0
ENSG00000205452.5	AC140658.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270401.1	AC140658.5	0	0	0	0	0	0	0	0	0	0
ENSG00000198555.7	AC133561.1	0	2	1	1	1	0	0	0	0	0
ENSG00000261217.2	BCAP31P1	0	0	0	0	0	0	0	0	0	0
ENSG00000259990.2	AC133561.2	0	0	0	0	0	0	0	0	0	0
ENSG00000283065.1	AC133561.4	0	0	0	0	0	0	0	0	0	0
ENSG00000261197.2	AC133561.3	0	0	0	0	0	0	0	0	0	0
ENSG00000262561.1	AC136932.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261440.1	DUX4L45	0	0	0	0	0	0	0	0	0	0
ENSG00000260087.1	PCMTD1P2	0	0	0	0	0	0	0	0	0	0
ENSG00000259987.1	DUX4L46	0	0	0	0	0	0	0	0	0	0
ENSG00000260207.1	DUX4L47	0	0	0	0	0	0	0	0	0	0
ENSG00000256642.1	LINC00273	0	0	0	0	0	0	0	0	0	0
ENSG00000200434.1	RNA5-8SP2	0	0	0	0	0	0	0	0	0	0
ENSG00000279800.2	BCLAF1P2	8	6	6	4	3	5	2	5	3	8
ENSG00000284209.2	FP325313.1	0	0	0	0	0	0	0	0	0	0
ENSG00000288300.1	FP325313.3	0	0	0	0	0	0	0	0	0	0
ENSG00000286968.1	FP325313.2	0	0	0	0	0	0	0	0	0	0
ENSG00000279165.1	AC135776.4	0	0	0	0	0	0	0	0	0	0
ENSG00000287353.1	AC135776.5	0	0	0	0	0	0	0	0	0	0
ENSG00000260854.1	LINC02184	0	0	0	0	0	0	0	0	0	0
ENSG00000179755.3	AC135776.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261566.1	AC135776.2	0	0	0	0	0	0	0	0	0	0
ENSG00000262885.1	AC135776.3	0	0	0	0	0	0	0	0	0	0
ENSG00000216671.6	CCNYL3	0	0	0	0	0	0	0	0	0	0
ENSG00000278138.2	CLUHP11	0	0	0	0	0	0	0	0	0	0
ENSG00000261053.1	NAMPTP3	0	0	1	0	0	0	0	0	0	0
ENSG00000260809.1	VPS35P1	0	1	0	0	1	0	0	1	0	0
ENSG00000259979.1	VN1R68P	0	0	0	0	0	0	0	0	0	0
ENSG00000260724.1	VN1R69P	0	0	0	0	0	0	0	0	0	0
ENSG00000261800.2	AC023824.5	0	0	0	0	0	0	0	0	0	0
ENSG00000280180.1	AC023824.6	0	0	0	0	0	0	0	0	0	0
ENSG00000261461.1	UBE2MP1	5	3	6	2	3	4	1	3	4	2
ENSG00000261608.1	SLC25A1P4	0	0	0	0	0	0	0	0	0	0
ENSG00000260073.2	AC023824.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260590.1	AC023824.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261398.1	AC023824.4	0	0	0	0	0	0	0	0	0	0
ENSG00000260958.3	AC023824.3	0	0	0	0	0	0	0	0	0	4
ENSG00000261274.1	TP53TG3GP	0	0	0	0	0	0	0	0	0	0
ENSG00000260967.1	RARRES2P5	0	0	0	0	0	0	0	0	0	0
ENSG00000260984.1	FGFR3P5	0	0	0	0	0	0	0	0	0	0
ENSG00000259897.2	FRG2JP	0	0	0	0	0	0	0	0	0	0
ENSG00000261010.1	RARRES2P6	0	0	0	0	0	0	0	0	0	0
ENSG00000261752.1	AGGF1P8	0	0	0	0	0	0	0	0	0	0
ENSG00000260846.2	FRG2HP	0	0	0	0	0	0	0	0	0	0
ENSG00000261486.1	RARRES2P9	0	0	0	0	0	0	0	0	0	0
ENSG00000260427.1	AGGF1P9	0	0	0	0	0	0	0	0	0	0
ENSG00000260480.1	C2orf69P4	0	0	0	0	0	0	0	0	0	0
ENSG00000259841.6	LINC01566	0	0	0	0	0	0	0	0	0	0
ENSG00000260291.1	FRG2GP	0	0	0	0	0	0	0	0	0	0
ENSG00000261689.1	AGGF1P4	0	0	0	0	0	0	0	0	0	0
ENSG00000260598.1	FRG2IP	0	0	0	0	0	0	0	0	0	0
ENSG00000260812.1	RARRES2P7	0	0	0	0	0	0	0	0	0	0
ENSG00000260680.1	AGGF1P5	0	0	0	0	0	0	0	0	0	0
ENSG00000261299.1	C2orf69P3	0	0	0	0	0	0	0	0	0	0
ENSG00000278681.2	AC018558.4	0	0	0	0	0	0	0	0	0	0
ENSG00000214581.6	ZNF971P	0	0	0	0	0	0	0	0	0	0
ENSG00000287163.1	AC018558.6	0	0	0	1	0	0	0	0	0	0
ENSG00000261711.6	FRG2DP	0	0	0	0	0	5	0	0	0	0
ENSG00000260153.1	RARRES2P10	0	0	0	0	0	0	0	0	0	0
ENSG00000259836.1	AGGF1P6	0	0	0	0	0	0	0	0	0	0
ENSG00000261350.1	AC018558.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260341.1	C2orf69P2	0	0	0	0	0	0	0	0	0	0
ENSG00000261445.1	AC018558.3	0	0	0	0	0	0	0	0	0	0
ENSG00000287448.1	AC018558.7	0	0	0	0	0	0	0	0	0	0
ENSG00000260857.3	AC018558.1	0	0	0	0	0	0	0	0	0	0
ENSG00000269622.1	TP53TG3HP	0	0	0	0	0	0	0	0	0	0
ENSG00000282946.1	AC018558.5	0	0	0	0	0	0	0	0	0	0
ENSG00000259996.1	RARRES2P8	0	0	0	0	0	0	0	0	0	0
ENSG00000260994.1	AGGF1P7	0	0	0	0	0	0	0	0	0	0
ENSG00000261046.1	C2orf69P1	0	0	0	0	0	0	0	0	0	0
ENSG00000260134.1	C1QL1P1	0	0	0	0	0	0	0	0	0	0
ENSG00000260746.2	KIF18BP1	0	0	0	0	1	0	0	0	0	0
ENSG00000259791.1	AC092325.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260522.1	AC106785.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251915.1	RNA5SP406	0	0	1	0	0	0	0	0	0	0
ENSG00000222207.1	RNA5SP407	0	0	0	0	0	0	0	0	0	0
ENSG00000251924.1	RNA5SP408	0	0	0	0	0	0	0	0	0	0
ENSG00000252624.1	RNA5SP409	0	0	0	0	0	0	0	0	0	0
ENSG00000261122.6	LINC02167	0	0	0	0	0	0	0	0	0	5
ENSG00000252094.1	RNA5SP410	0	0	0	0	0	0	0	0	0	0
ENSG00000276599.1	RNA5SP411	0	0	0	0	0	0	0	0	0	0
ENSG00000277004.1	RNA5SP412	0	0	0	0	0	0	0	0	0	0
ENSG00000252182.1	RNA5SP413	0	0	0	0	0	0	0	0	0	0
ENSG00000274228.1	RNA5SP414	0	0	0	0	0	0	0	0	0	0
ENSG00000253055.1	RNA5SP415	0	0	0	0	0	0	0	0	0	0
ENSG00000252647.1	RNA5SP416	0	0	0	0	0	0	0	0	0	0
ENSG00000252268.1	RNA5SP417	0	0	0	0	0	0	0	0	0	0
ENSG00000251760.1	RNA5SP418	0	0	0	0	0	0	0	0	0	0
ENSG00000251717.1	RNA5SP419	0	0	0	0	0	0	0	0	0	0
ENSG00000252806.1	RNA5SP420	0	0	0	0	0	0	0	0	0	0
ENSG00000252673.1	RNA5SP421	0	0	0	0	0	0	0	0	0	0
ENSG00000252587.1	RNA5SP422	0	0	0	0	0	0	0	0	0	0
ENSG00000252936.1	RNA5SP423	0	0	0	0	0	0	0	0	0	0
ENSG00000260611.1	AC106785.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261620.1	HMGN2P41	0	0	0	0	0	0	1	0	0	0
ENSG00000261515.1	VN1R70P	0	0	0	0	0	0	0	0	0	0
ENSG00000261782.1	AC116553.1	0	0	0	0	0	0	0	0	0	0
ENSG00000279666.1	AC116553.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261084.1	PPP1R1AP2	0	0	1	0	0	0	0	0	0	0
ENSG00000261239.6	ANKRD26P1	9	1	6	16	2	11	1	2	12	1
ENSG00000199448.1	RNU6-845P	0	0	0	0	0	0	0	0	0	0
ENSG00000261356.2	AC092368.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260251.1	AC092368.1	0	0	0	0	0	0	0	0	0	0
ENSG00000171241.9	SHCBP1	91	45	239	346	362	405	80	227	167	70
ENSG00000261512.2	AC092368.3	73	91	101	111	111	126	65	137	108	134
ENSG00000259856.1	RAB43P1	0	3	1	0	0	3	0	1	3	4
ENSG00000260909.1	AC012186.1	0	0	0	0	0	0	0	0	0	0
ENSG00000069329.18	VPS35	2636	3287	2632	3077	3259	3290	2430	2882	2774	2436
ENSG00000261131.1	AC012186.2	0	2	1	1	3	0	2	0	0	1
ENSG00000280376.1	AC012186.3	0	0	0	0	0	0	0	0	0	0
ENSG00000091651.9	ORC6	110	68	206	237	268	323	134	179	170	106
ENSG00000140795.13	MYLK3	10	6	3	1	12	9	3	3	3	9
ENSG00000260782.1	AC007225.1	1	1	0	1	0	4	0	0	0	0
ENSG00000155330.10	C16orf87	96	129	168	175	149	250	141	325	219	261
ENSG00000260889.1	CKBP1	0	0	0	0	0	0	0	0	0	0
ENSG00000261725.1	AC007225.2	0	0	0	0	0	0	0	0	0	0
ENSG00000166123.14	GPT2	447	407	456	724	444	672	338	578	681	637
ENSG00000069345.12	DNAJA2	1707	2323	1471	1511	1681	1931	1470	1728	1450	1569
ENSG00000261173.1	AC018845.3	0	1	3	5	2	0	3	1	4	4
ENSG00000259821.1	AC018845.1	0	0	0	0	0	0	0	0	0	0
ENSG00000259983.1	AC018845.2	0	0	0	0	0	0	0	0	0	0
ENSG00000171208.10	NETO2	303	448	537	501	724	842	569	878	437	436
ENSG00000260281.6	ITFG1-AS1	5	6	1	2	2	1	5	1	1	2
ENSG00000239840.1	RPL23AP72	0	0	0	0	0	0	0	0	0	0
ENSG00000129636.13	ITFG1	2096	2387	2684	2668	2777	3102	2524	2803	2656	2922
ENSG00000260744.1	AC007494.2	0	0	0	0	0	0	0	1	0	0
ENSG00000279509.1	AC007494.3	0	0	0	0	0	0	0	2	0	0
ENSG00000260012.1	AC007494.1	0	0	0	1	0	0	0	0	0	0
ENSG00000261369.1	AC007533.1	0	0	0	0	1	0	0	0	0	0
ENSG00000222767.1	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000288601.1	5S_rRNA	0	0	0	0	0	0	0	0	0	0
ENSG00000102893.16	PHKB	1721	2747	1959	2048	2361	2111	2224	2120	1772	2244
ENSG00000222268.1	RNA5SP425	0	0	0	0	0	0	0	0	0	0
ENSG00000262038.1	AC007599.2	0	0	0	0	0	0	0	0	0	0
ENSG00000259866.1	AC007599.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261336.1	EIF4BP5	0	0	0	0	2	0	0	0	0	0
ENSG00000259918.1	NDUFA5P11	0	3	2	2	3	0	3	1	0	0
ENSG00000261231.6	LINC02133	0	0	2	0	0	2	0	0	1	0
ENSG00000260497.1	AC141846.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261325.1	LINC02192	1	0	0	1	0	2	0	7	6	3
ENSG00000260450.2	LINC02134	0	0	1	0	0	0	0	0	0	0
ENSG00000288026.1	AC096996.3	0	0	0	0	0	0	0	0	0	0
ENSG00000261017.1	AC096996.1	0	0	0	0	0	0	0	0	0	0
ENSG00000140798.16	ABCC12	0	0	1	0	0	0	2	0	1	0
ENSG00000261538.1	AC096996.2	0	0	0	0	0	0	0	0	0	0
ENSG00000121270.15	ABCC11	16	7	20	9	23	27	11	17	11	19
ENSG00000102910.14	LONP2	1609	1155	1656	1699	2049	1905	886	1903	1679	2025
ENSG00000240793.1	UBA52P8	3	0	4	0	3	2	0	2	0	2
ENSG00000280067.1	AC023818.1	0	2	6	4	2	1	2	12	5	2
ENSG00000196470.12	SIAH1	160	151	72	92	125	129	156	189	106	204
ENSG00000275909.1	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0
ENSG00000261802.1	AC026470.3	0	0	0	0	0	0	0	0	0	0
ENSG00000260688.1	AC026470.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260347.1	MOCS1P1	0	0	0	0	0	0	0	0	1	0
ENSG00000102921.8	N4BP1	684	711	550	647	618	724	601	687	718	717
ENSG00000261267.1	AC026470.2	0	1	0	0	1	0	0	2	3	0
ENSG00000243609.1	RPS2P44	0	0	0	0	0	0	0	0	0	0
ENSG00000260033.1	AC023813.2	0	0	0	0	0	0	0	0	0	0
ENSG00000259912.1	AC023813.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260086.3	AC007611.1	5	3	6	15	18	8	2	14	13	36
ENSG00000260052.1	AC023813.3	0	0	0	2	0	1	0	0	0	4
ENSG00000272545.1	AC023813.4	0	0	0	0	0	0	0	0	0	0
ENSG00000260726.2	KLF8P1	0	0	0	0	0	0	0	0	0	0
ENSG00000222170.1	RNU6-257P	0	0	0	0	0	0	0	0	0	0
ENSG00000260184.1	AC023827.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260067.1	MTND4LP25	0	0	0	0	0	0	0	0	0	0
ENSG00000287469.1	AC044798.3	0	0	0	0	1	0	0	2	0	0
ENSG00000261421.1	AC044798.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261815.1	AC044798.2	0	0	0	0	0	0	0	0	0	0
ENSG00000102924.12	CBLN1	0	0	0	2	0	2	0	0	1	0
ENSG00000279249.3	AC007614.1	1	0	0	0	3	0	0	0	0	3
ENSG00000280189.1	AC007614.2	0	0	0	0	0	0	0	0	0	0
ENSG00000166152.4	C16orf78	0	0	0	0	0	0	0	0	0	0
ENSG00000262950.2	AC007861.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263110.1	AC007861.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261623.1	LINC02179	0	0	0	0	0	0	0	1	0	0
ENSG00000102935.11	ZNF423	103	3	32	9	12	22	5	21	5	20
ENSG00000260089.2	ADAM3B	0	0	0	0	0	0	0	0	0	0
ENSG00000260024.1	MRPS21P7	0	0	0	0	0	0	0	0	0	0
ENSG00000280131.1	AC027348.2	0	0	0	0	0	0	0	0	0	0
ENSG00000259978.1	MRPS21P8	0	0	0	0	0	0	0	0	0	0
ENSG00000275155.1	AC027348.1	0	0	1	0	0	0	5	0	0	0
ENSG00000279842.1	AC007603.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261751.1	AC007603.1	0	0	0	0	0	0	0	0	0	0
ENSG00000244551.2	RPL34P29	0	0	0	0	0	0	0	0	0	0
ENSG00000283365.1	AC007603.3	0	0	0	0	0	0	0	0	0	0
ENSG00000205423.11	CNEP1R1	275	224	299	348	298	431	239	486	403	494
ENSG00000259843.2	AC007610.1	0	0	1	0	0	3	0	0	0	1
ENSG00000261835.1	AC007610.3	0	0	0	0	0	0	0	0	0	0
ENSG00000273829.1	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0
ENSG00000260298.2	ACTG1P16	0	1	0	0	0	0	0	0	0	0
ENSG00000155393.13	HEATR3	273	227	444	407	397	517	252	460	495	454
ENSG00000279356.1	AC007610.4	5	3	5	9	0	1	0	8	3	3
ENSG00000202124.1	RNY4P3	0	0	0	0	0	0	0	0	0	0
ENSG00000260381.2	AC007610.2	0	0	0	0	0	0	0	0	0	2
ENSG00000287444.1	AC007610.5	0	0	0	0	0	0	0	0	0	0
ENSG00000260031.1	RPL10P14	0	0	0	0	0	0	0	0	0	0
ENSG00000252526.1	SNORA70	0	0	0	0	0	0	0	0	0	0
ENSG00000121274.13	TENT4B	176	322	234	324	346	256	242	356	279	400
ENSG00000121281.13	ADCY7	248	25	64	446	120	316	167	479	769	543
ENSG00000274969.1	MIR6771	0	0	0	0	0	0	0	0	0	0
ENSG00000166164.16	BRD7	822	1168	667	677	900	932	979	771	707	850
ENSG00000261393.1	AC007493.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261092.1	LINC02178	0	0	0	0	0	0	0	0	0	0
ENSG00000260573.4	AC007493.1	0	0	0	0	0	0	0	0	0	0
ENSG00000140807.7	NKD1	3	36	2	2	6	4	16	7	4	13
ENSG00000260029.2	AC007608.2	0	0	0	0	0	0	0	0	0	0
ENSG00000278909.1	AC007608.4	0	0	0	0	0	0	0	0	0	0
ENSG00000205414.1	AC007608.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260249.3	AC007608.3	2	0	0	0	0	0	0	0	0	0
ENSG00000167208.15	SNX20	0	0	0	0	0	0	0	0	0	0
ENSG00000167207.13	NOD2	3	0	3	0	7	1	2	1	0	11
ENSG00000270120.1	AC007728.3	0	0	0	0	1	0	0	0	0	0
ENSG00000261644.2	AC007728.2	8	15	26	49	25	31	4	36	47	39
ENSG00000083799.18	CYLD	1222	1390	1790	1762	2775	1805	1197	2125	1448	1940
ENSG00000264947.1	MIR3181	4	2	4	4	8	2	1	7	6	5
ENSG00000260616.6	AC007728.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261703.1	LINC02168	0	1	0	3	1	0	0	0	0	0
ENSG00000261241.7	LINC02128	0	1	0	1	0	0	0	1	0	0
ENSG00000260042.1	AC025810.1	0	0	0	0	0	0	0	1	0	0
ENSG00000199771.1	RNA5SP426	0	0	0	0	0	0	0	0	0	0
ENSG00000261637.3	LINC02127	0	0	0	0	0	0	0	0	0	0
ENSG00000260605.1	AC027688.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260620.1	AC027688.2	0	0	0	0	0	0	0	0	0	0
ENSG00000287718.1	AC009166.3	0	0	0	0	0	0	0	0	0	0
ENSG00000261282.1	SOD1P2	0	0	0	0	0	0	0	0	0	0
ENSG00000103449.12	SALL1	31	0	0	2	2	8	0	3	1	4
ENSG00000261238.1	AC009166.1	0	0	0	0	0	0	2	0	0	0
ENSG00000285367.1	AC087564.1	4	0	0	0	0	0	0	0	0	1
ENSG00000280344.1	AC009166.2	0	0	0	0	0	0	0	0	0	0
ENSG00000287256.1	AC137494.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261047.1	AC137527.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260818.2	UNGP1	3	0	0	0	0	0	0	0	0	0
ENSG00000260850.2	AC007344.1	2	0	0	0	0	1	0	0	0	0
ENSG00000224578.5	HNRNPA1P48	56	86	45	39	39	54	52	37	30	47
ENSG00000223168.1	RN7SKP142	0	0	0	0	0	0	0	0	0	0
ENSG00000260057.6	LINC01571	0	0	0	0	0	0	0	0	0	0
ENSG00000261190.5	C16orf97	0	0	0	1	0	0	0	0	0	0
ENSG00000261470.1	AC009039.1	0	0	0	0	0	0	0	0	0	0
ENSG00000279779.1	AC009039.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260268.6	LINC00919	2	0	0	0	0	0	0	0	0	0
ENSG00000261749.3	LINC02180	0	0	0	0	0	0	0	0	0	0
ENSG00000260975.1	AC007333.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260478.2	AC007333.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260887.3	CASC22	0	0	0	0	0	0	0	0	0	0
ENSG00000103460.17	TOX3	0	0	0	0	0	0	0	0	0	0
ENSG00000279427.1	AC007490.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249231.8	CASC16	1	0	0	0	0	0	0	0	0	0
ENSG00000285800.1	AC026462.5	0	0	0	0	0	0	0	0	0	0
ENSG00000260963.2	AC026462.3	0	0	0	0	0	0	0	0	0	0
ENSG00000260393.1	AC026462.2	0	0	0	0	0	0	0	0	0	0
ENSG00000261261.3	AC026462.4	0	0	0	0	0	0	0	0	0	0
ENSG00000234337.4	AC026462.1	1	1	5	4	1	5	4	5	7	5
ENSG00000260326.1	PHBP21	0	0	0	0	0	0	0	1	0	0
ENSG00000260258.2	AC007346.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260939.1	AC007346.2	0	0	0	0	0	0	0	0	0	0
ENSG00000277639.2	AC007906.2	37	37	40	13	23	48	31	34	19	32
ENSG00000177200.17	CHD9	556	678	549	763	557	625	469	951	613	755
ENSG00000261291.1	AC007906.1	0	0	0	7	3	0	0	0	1	0
ENSG00000280227.1	AC079416.4	0	0	0	0	0	0	0	0	0	0
ENSG00000261056.2	AC079416.2	0	1	0	1	1	0	2	0	0	0
ENSG00000279589.1	AC079416.3	0	0	0	0	0	0	0	0	0	0
ENSG00000238645.1	AC079416.1	0	0	1	0	2	0	0	0	0	2
ENSG00000202193.1	RNA5SP427	0	0	0	0	0	0	0	0	0	0
ENSG00000259962.1	AC007342.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260078.3	AC007342.3	0	0	0	0	0	0	0	0	0	0
ENSG00000261804.2	AC007342.4	0	0	0	0	0	0	0	0	0	0
ENSG00000262714.1	AC007342.5	0	0	0	0	0	0	0	0	0	0
ENSG00000279741.1	AC007342.8	0	0	0	0	0	0	0	0	0	0
ENSG00000280027.1	AC007342.9	0	0	0	0	0	0	0	0	0	0
ENSG00000103479.16	RBL2	630	945	538	469	659	505	698	524	385	557
ENSG00000252569.1	RNU6-1153P	0	0	0	0	0	0	0	0	0	0
ENSG00000259926.1	AC007342.1	0	1	0	0	0	0	0	0	0	0
ENSG00000279344.1	AC007342.6	0	3	0	1	0	1	0	2	0	4
ENSG00000279722.1	AC007342.7	7	24	7	2	3	10	14	15	7	4
ENSG00000166971.17	AKTIP	287	537	371	512	412	736	459	513	595	759
ENSG00000287909.1	AC007497.2	0	0	0	0	0	0	0	0	0	0
ENSG00000103494.14	RPGRIP1L	250	270	257	328	370	379	278	356	319	332
ENSG00000275191.1	AC007497.1	0	0	0	0	0	0	0	1	4	0
ENSG00000140718.21	FTO	841	1177	779	923	1005	798	821	850	913	913
ENSG00000261630.1	AC007496.2	0	1	0	1	0	0	0	0	0	0
ENSG00000280392.1	AC007496.3	0	0	0	1	0	0	0	0	0	0
ENSG00000260194.1	AC007496.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261049.2	AC007347.1	0	0	0	3	0	0	0	0	0	0
ENSG00000280454.1	AC007347.2	0	0	0	0	0	0	0	0	0	0
ENSG00000259759.1	AC007907.1	0	0	0	0	0	0	0	0	0	0
ENSG00000259517.3	LINC02169	0	0	0	0	0	0	0	0	0	0
ENSG00000177508.12	IRX3	365	20	179	103	116	299	18	43	84	83
ENSG00000283689.1	AC018553.2	16	2	18	16	15	12	0	4	4	5
ENSG00000277559.1	AC018553.1	27	0	25	21	10	13	2	3	5	15
ENSG00000261803.2	LINC02140	0	0	0	0	0	0	0	1	0	0
ENSG00000287885.1	AC018553.3	0	0	0	0	0	0	0	0	0	0
ENSG00000286845.1	AC007343.1	0	0	0	0	0	0	0	0	0	0
ENSG00000283304.1	LINC02183	0	0	0	0	0	0	0	0	0	0
ENSG00000283258.2	AC007491.1	0	0	0	0	0	0	0	0	0	0
ENSG00000245694.10	CRNDE	281	126	113	120	136	177	166	144	75	198
ENSG00000286357.1	AC106742.1	0	0	0	0	0	0	0	0	0	0
ENSG00000176842.15	IRX5	76	1	13	24	20	71	3	14	43	18
ENSG00000259711.1	AC106738.1	0	0	0	0	0	0	0	0	0	0
ENSG00000259725.1	AC106738.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260147.1	MTND5P34	0	0	0	0	0	0	0	0	0	0
ENSG00000285775.1	AC109136.1	0	0	0	0	0	0	0	0	0	0
ENSG00000259283.2	AC109462.1	0	0	0	0	0	0	1	0	0	0
ENSG00000239555.3	RN7SL841P	0	0	0	0	0	0	0	0	0	0
ENSG00000283423.1	AC109462.3	0	0	0	0	0	0	0	0	0	0
ENSG00000159387.8	IRX6	0	0	0	0	0	0	0	0	0	3
ENSG00000263207.2	AC109462.2	0	0	0	0	0	0	0	0	0	0
ENSG00000240760.1	RPL31P56	0	0	0	0	0	0	0	0	0	0
ENSG00000087245.13	MMP2	41066	6187	19350	57012	4013	19493	6887	13388	44600	13137
ENSG00000274508.1	AC007336.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260135.7	MMP2-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000279030.1	AC007336.3	0	0	3	5	0	2	1	3	11	2
ENSG00000087253.13	LPCAT2	422	353	311	1053	382	1195	491	1321	1089	1040
ENSG00000261997.1	AC007336.1	1	0	0	1	0	0	0	2	0	3
ENSG00000256812.2	CAPNS2	0	0	0	2	0	7	1	0	3	6
ENSG00000103546.18	SLC6A2	0	0	0	0	0	0	0	0	0	0
ENSG00000278928.1	AC136621.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260765.2	CES1P2	0	0	0	0	0	0	0	0	0	0
ENSG00000228695.10	CES1P1	3	0	0	0	0	0	0	0	0	0
ENSG00000198848.13	CES1	73	0	18	0	42	1	0	0	0	6
ENSG00000159398.16	CES5A	0	0	0	0	0	0	0	0	0	0
ENSG00000246379.8	AC040168.1	0	0	0	0	0	0	0	0	0	0
ENSG00000279523.1	AC040168.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260041.5	AC007495.1	0	0	0	0	0	0	0	0	0	0
ENSG00000087258.16	GNAO1	0	1	2	0	1	2	1	4	5	2
ENSG00000261439.1	DKFZP434H168	0	0	0	0	0	0	0	0	0	0
ENSG00000265281.1	MIR3935	0	0	0	0	0	0	0	0	0	0
